id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
612449,BFO-2026-1-15175-38,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@CEENASA396971,2026-01-13,BURKINA FASO"";""@KargnHasret,2026-01-12,#BurkinaFaso""",@CEENASA396971;@KargnHasret,2026-01-13;2026-01-12,BURKINA FASO;#BurkinaFaso,JNIM,2,Boku village,"between Dargo and Boko,",Kuilsé region,Namentenga province,12.716670,-0.400000,POINT (-0.4 12.71667),147960,Burkina Faso,439,Africa,1,1,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,0,0,0,0,0,4,0,439,
612572,BFO-2026-1-15175-48,2026,true,Check deaths,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@Intelligency225,2026-01-12,#BurkinaFaso 🇧🇫 Fada N’Gourma""",@Intelligency225,2026-01-12,#BurkinaFaso 🇧🇫 Fada N’Gourma,"",2,Ountadini village,locality of #OUNTENDENI,Goulmou region,Gourma province,12.066670,0.316670,POINT (0.31667 12.06667),147241,Burkina Faso,439,Africa,1,1,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,0,0,0,0,0,1,0,439,
612091,BFO-2026-1-15175-14,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,3,"""@BrantPhilip_,2026-01-11,JNIM claims"";""Naïm Touré on Telegram,2026-01-14,Burkina-Faso, Province du Séno. "";""Crisis Watch,2026-02-01,Burkina Faso January 2026""",@BrantPhilip_;Naïm Touré on Telegram;Crisis Watch,2026-01-11;2026-01-14;2026-02-01,"JNIM claims;Burkina-Faso, Province du Séno. ;Burkina Faso January 2026",JNIM; local sources,1,Bani village,Bani,Liptako region,Séno province,13.721390,-0.172220,POINT (-0.17222 13.72139),149400,Burkina Faso,439,Africa,1,1,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,3,0,0,0,3,3,3,439,
612450,BFO-2026-1-15175-39,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@KargnHasret,2026-01-12,#BurkinaFaso"";""Naïm Touré on Telegram,2026-01-12,Burkina-Faso, Région des Cascades.""",@KargnHasret;Naïm Touré on Telegram,2026-01-12;2026-01-12,"#BurkinaFaso;Burkina-Faso, Région des Cascades.",JNIM,2,Moussokantou village,"between Moussokantou and Karoui 

 state of (Goua)

towards Moussokantou",Tannounyan region,Comoé province,9.985000,-4.097710,POINT (-4.09771 9.985),143632,Burkina Faso,439,Africa,1,1,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,2,0,0,0,2,2,2,439,
612445,BFO-2026-1-15175-37,2026,true,Check deaths,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@KargnHasret,2026-01-12,#BurkinaFaso"";""Naïm Touré on Telegram,2026-01-12,Burkina Faso, Région du Centre-Nord.""",@KargnHasret;Naïm Touré on Telegram,2026-01-12;2026-01-12,"#BurkinaFaso;Burkina Faso, Région du Centre-Nord.",JNIM,1,Sargo village,"Sargo, Kaya Province",Kuilsé region,Bam province,13.324583,-1.565294,POINT (-1.5652944799709303 13.32458284735427),148677,Burkina Faso,439,Africa,1,1,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,0,0,0,0,0,1,0,439,
612457,BFO-2026-1-15175-41,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-01-14,#BurkinaFaso""",@KargnHasret,2026-01-14,#BurkinaFaso,JNIM,2,Madouba village,between Madouba and Djibasso,Sourou region,Kossin province,13.106426,-4.327364,POINT (-4.327364 13.106426),148672,Burkina Faso,439,Africa,1,2,2026-01-12 00:00:00.000,2026-01-14 00:00:00.000,0,0,0,0,0,1,0,439,
612627,BFO-2026-1-15175-55,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@18Echo0321,2026-01-12,Earlier today""",@18Echo0321,2026-01-12,Earlier today,"",2,Ougarou village,"Ougarou, eastern Burkina Faso",Goulmou region,Gourma province,12.154444,0.929722,POINT (0.929722 12.154444),147242,Burkina Faso,439,Africa,1,1,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,0,4,0,0,4,4,4,439,
615793,BFO-2026-1-15175-100,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Barsalogo village,Barsalogho area,Kuilsé region,Sandbondtenga province,13.413890,-1.055830,POINT (-1.05583 13.41389),148678,Burkina Faso,439,Africa,1,1,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,0,3,0,0,3,3,3,439,
612451,BFO-2026-1-15175-40,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@KargnHasret,2026-01-13,#BurkinaFaso"";""@KargnHasret,2026-01-14,#BurkinaFaso""",@KargnHasret;@KargnHasret,2026-01-13;2026-01-14,#BurkinaFaso;#BurkinaFaso,JNIM,5,Ouahigouya wilayah area,village of (Kliou) in Ouahigouya province,Yaadga region,,13.527047,-2.379007,POINT (-2.379007 13.527047),149396,Burkina Faso,439,Africa,1,1,2026-01-13 00:00:00.000,2026-01-13 00:00:00.000,0,0,0,0,0,1,0,439,
615758,BFO-2026-1-15175-88,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,5,Gomboro department,Gomboro area,Sourou region,Sourou province,13.438331,-2.848811,POINT (-2.848811 13.438331),148675,Burkina Faso,439,Africa,1,1,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,0,2,0,0,2,2,2,439,
615759,BFO-2026-1-15175-89,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Kombori department,Kombori,Sourou region,Kossin province,13.355058,-3.973151,POINT (-3.973151 13.355058),148673,Burkina Faso,439,Africa,1,1,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,0,0,0,0,0,1,0,439,
612162,BFO-2026-1-15175-15,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,6,"""@BrantPhilip_,2026-01-15,JNIM claims "";""@SahelAlerte,2026-01-16,Burkina-Faso, Région du Sahel."";""@CEENASA396971,2026-01-16,BURKINA FASO "";""@BrantPhilip_,2026-01-16,JNIM claims"";""@Intelligency225,2026-01-14,#BurkinaFaso 🇧🇫 #Yagha"";""Crisis Watch,2026-02-01,Burkina Faso January 2026""",@BrantPhilip_;@SahelAlerte;@CEENASA396971;@BrantPhilip_;@Intelligency225;Crisis Watch,2026-01-15;2026-01-16;2026-01-16;2026-01-16;2026-01-14;2026-02-01,"JNIM claims ;Burkina-Faso, Région du Sahel.;BURKINA FASO ;JNIM claims;#BurkinaFaso 🇧🇫 #Yagha;Burkina Faso January 2026",JNIM; Crisis Watch,2,Sebba town,outskirts of Sebba,Liptako region,Yagha province,13.436410,0.530440,POINT (0.53044 13.43641),148682,Burkina Faso,439,Africa,1,1,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,4,0,0,0,4,4,4,439,
612166,BFO-2026-1-15175-16,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@CEENASA396971,2026-01-16,BURKINA FASO """,@CEENASA396971,2026-01-16,BURKINA FASO,JNIM,2,Labarani village,"village of Labrani, Bourasso commune",Sourou region,Kossin province,12.600000,-3.633333,POINT (-3.633333 12.6),147953,Burkina Faso,439,Africa,1,1,2026-01-14 00:00:00.000,2026-01-14 00:00:00.000,0,0,0,0,0,3,0,439,
615761,BFO-2026-1-15175-90,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,3,Gourma province,Pony Yoni (coming from Ougaro),Goulmou region,Gourma province,12.083330,0.500000,POINT (0.5 12.08333),147242,Burkina Faso,439,Africa,1,1,2026-01-15 00:00:00.000,2026-01-15 00:00:00.000,0,2,0,0,2,2,2,439,
615766,BFO-2026-1-15175-56.2,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@18Echo0321,2026-01-17,In Koulpelego"";""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",@18Echo0321;RTB on Youtube,2026-01-17;2026-02-15,In Koulpelego;RTB - Les nouvelles du front du 15 février 2026,RTB,2,Mandé village,Kogo and Mandé areas,Nakambé region,Koulpélogo province,11.302736,0.121253,POINT (0.121253 11.302736),145801,Burkina Faso,439,Africa,1,1,2026-01-16 00:00:00.000,2026-01-16 00:00:00.000,0,6,0,0,6,6,6,439,
612629,BFO-2026-1-15175-56.1,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@18Echo0321,2026-01-17,In Koulpelego"";""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",@18Echo0321;RTB on Youtube,2026-01-17;2026-02-15,In Koulpelego;RTB - Les nouvelles du front du 15 février 2026,RTB,2,Kogo village,Kogo and Mandé areas,Nakambé region,Koulpélogo province,11.399288,0.098655,POINT (0.098655 11.399288),145801,Burkina Faso,439,Africa,1,1,2026-01-16 00:00:00.000,2026-01-16 00:00:00.000,0,6,0,0,6,6,6,439,
612541,BFO-2026-1-15175-43,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-01-18,#BurkinaFaso""",@KargnHasret,2026-01-18,#BurkinaFaso,JNIM,2,Séguénéga town,west of Seguenega,Yaadga region,Yatenga province,13.438799,-1.964350,POINT (-1.96435 13.438799),148677,Burkina Faso,439,Africa,1,2,2026-01-16 00:00:00.000,2026-01-18 00:00:00.000,0,0,0,0,0,1,0,439,
612536,BFO-2026-1-15175-42,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@KargnHasret,2026-01-18,#BurkinaFaso"";""Naïm Touré on Telegram,2026-01-19,Burkina-Faso, Région du Nord.""",@KargnHasret;Naïm Touré on Telegram,2026-01-18;2026-01-19,"#BurkinaFaso;Burkina-Faso, Région du Nord.",JNIM,2,Titao town,"outskirts of Loroum

near Titao",Yaadga region,Loroum province,13.766670,-2.066670,POINT (-2.06667 13.76667),149396,Burkina Faso,439,Africa,1,2,2026-01-16 00:00:00.000,2026-01-18 00:00:00.000,0,0,0,0,0,1,0,439,
612405,BFO-2026-1-15175-27,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-01-22,#BurkinaFaso""",@KargnHasret,2026-01-22,#BurkinaFaso,JNIM,5,Tenkodogo department,Tenkodogo,Nakambé region,Boulgou province,11.715771,-0.382455,POINT (-0.382455 11.715771),146520,Burkina Faso,439,Africa,1,2,2026-01-18 00:00:00.000,2026-01-22 00:00:00.000,0,0,0,0,0,6,0,439,
615767,BFO-2026-1-15175-91,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,3,Nahouri province,Nahouri province,Nazinon region,Nahouri province,11.250000,-1.250000,POINT (-1.25 11.25),145798,Burkina Faso,439,Africa,1,1,2026-01-18 00:00:00.000,2026-01-18 00:00:00.000,0,2,0,0,2,2,2,439,
611777,BFO-2026-1-15175-13,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,10,"""@Geo_Poltcs,2026-01-26,Burkina Faso 🇧🇫 – Security | #BALGA"";""@Sahelinfos24,2026-01-23,#Burkina #Faso"";""@AFRICA_EXTRA,2026-01-23,#JNIM claims"";""@BrantPhilip_,2026-01-22,JNIM claims "";""@abousaib,2026-01-20,Burkina-Faso, Eastern Region"";""Naïm Touré on Telegram,2026-01-19,Burkina-Faso, Région de l’Est"";""Naïm Touré on Telegram,2026-01-19, Burkina-Faso, Région de l’Est/Province du Gourma."";""Naïm Touré on Telegram,2026-01-26,Burkina Faso, Région de l'Est "";""The Defense Post,2026-01-22,Jihadist Attack Kills 11 Police in Burkina Faso"";""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",@Geo_Poltcs;@Sahelinfos24;@AFRICA_EXTRA;@BrantPhilip_;@abousaib;Naïm Touré on Telegram;Naïm Touré on Telegram;Naïm Touré on Telegram;The Defense Post;RTB on Youtube,2026-01-26;2026-01-23;2026-01-23;2026-01-22;2026-01-20;2026-01-19;2026-01-19;2026-01-26;2026-01-22;2026-02-15,"Burkina Faso 🇧🇫 – Security | #BALGA;#Burkina #Faso;#JNIM claims;JNIM claims ;Burkina-Faso, Eastern Region;Burkina-Faso, Région de l’Est; Burkina-Faso, Région de l’Est/Province du Gourma.;Burkina Faso, Région de l'Est ;Jihadist Attack Kills 11 Police in Burkina Faso;RTB - Les nouvelles du front du 15 février 2026",JNIM; police survivors; security sources; state media,1,Balga village,Balga,Goulmou region,Gourma province,12.215680,0.194740,POINT (0.19474 12.21568),147241,Burkina Faso,439,Africa,1,1,2026-01-18 00:00:00.000,2026-01-18 00:00:00.000,11,2,0,0,13,13,13,439,
615788,BFO-2026-1-15175-99,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Djibasso town,north of Djibasso,Sourou region,Kossin province,13.122100,-4.156300,POINT (-4.1563 13.1221),148672,Burkina Faso,439,Africa,1,1,2026-01-19 00:00:00.000,2026-01-19 00:00:00.000,0,7,0,0,7,7,7,439,
612407,BFO-2026-1-15175-28,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-01-22,#BurkinaFaso""",@KargnHasret,2026-01-22,#BurkinaFaso,JNIM,5,Dédougou wilayah area,"between (Berkouy) and (Dunkor), Dedougou",Bankui region,,12.461190,-3.429085,POINT (-3.429085 12.46119),147234,Burkina Faso,439,Africa,1,2,2026-01-19 00:00:00.000,2026-01-22 00:00:00.000,0,0,0,0,0,2,0,439,
612408,BFO-2026-1-15175-29,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@KargnHasret,2026-01-22,#BurkinaFaso""",@KargnHasret,2026-01-22,#BurkinaFaso,JNIM,1,Séguénéga town,Seguenega,Yaadga region,Yatenga province,13.438799,-1.964350,POINT (-1.96435 13.438799),148677,Burkina Faso,439,Africa,1,2,2026-01-19 00:00:00.000,2026-01-22 00:00:00.000,0,0,0,0,0,2,0,439,
612551,BFO-2026-1-15175-44,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,5,"""@KargnHasret,2026-01-19,#BurkinaFaso"";""@KargnHasret,2026-01-21,#BurkinaFaso"";""@Intelligency225,2026-01-21,#BurkinaFaso 🇧🇫 #Passoré "";""Naïm Touré on Telegram,2026-01-19,Burkina-Faso, Région du Nord."";""Naïm Touré on Telegram,2026-01-21,Burkina-Faso, Région du Nord.""",@KargnHasret;@KargnHasret;@Intelligency225;Naïm Touré on Telegram;Naïm Touré on Telegram,2026-01-19;2026-01-21;2026-01-21;2026-01-19;2026-01-21,"#BurkinaFaso;#BurkinaFaso;#BurkinaFaso 🇧🇫 #Passoré ;Burkina-Faso, Région du Nord.;Burkina-Faso, Région du Nord.",JNIM,1,Niouma village,"Niouma

(Nyoma) in the state of (Wahigoya)",Yaadga region,Passoré province,12.930989,-2.645182,POINT (-2.645182 12.930989),147955,Burkina Faso,439,Africa,1,1,2026-01-19 00:00:00.000,2026-01-19 00:00:00.000,4,0,6,0,10,11,10,439,
612317,BFO-2026-1-15175-17,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@BrantPhilip_,2026-01-20,JNIM claimed""",@BrantPhilip_,2026-01-20,JNIM claimed,JNIM,1,Nouankui village,"Nouankui, only a few kilometers from the city of Dedougou",Bankui region,Mouhoun province,12.498017,-3.500505,POINT (-3.5005046284457553 12.498017099531396),147233,Burkina Faso,439,Africa,1,1,2026-01-19 00:00:00.000,2026-01-19 00:00:00.000,0,0,0,0,0,9,0,439,
612553,BFO-2026-1-15175-45,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,4,"""@KargnHasret,2026-01-20,#BurkinaFaso"";""@KargnHasret,2026-01-21,#BurkinaFaso"";""Naïm Touré on Telegram,2026-01-21,Burkina-Faso, Région du Nord."";""Naïm Touré on Telegram,2026-01-22,Burkina-Faso, Région du Nord.""",@KargnHasret;@KargnHasret;Naïm Touré on Telegram;Naïm Touré on Telegram,2026-01-20;2026-01-21;2026-01-21;2026-01-22,"#BurkinaFaso;#BurkinaFaso;Burkina-Faso, Région du Nord.;Burkina-Faso, Région du Nord.",JNIM,5,between Sollé and Titao,between Titao and Solle,Yaadga region,Loroum province,13.947379,-2.081100,POINT (-2.0811 13.947379),149396,Burkina Faso,439,Africa,1,1,2026-01-20 00:00:00.000,2026-01-20 00:00:00.000,2,0,0,0,2,2,2,439,
612409,BFO-2026-1-15175-30,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,2,"""@KargnHasret,2026-01-22,#BurkinaFaso"";""Naïm Touré on Telegram,2026-01-23,Burkina-Faso, Région du Nord.""",@KargnHasret;Naïm Touré on Telegram,2026-01-22;2026-01-23,"#BurkinaFaso;Burkina-Faso, Région du Nord.",JNIM,2,Oula department,Oula/(Yawa) in the state of (Wahigoya),Yaadga region,Yatenga province,13.442827,-2.275178,POINT (-2.2751779457727865 13.442827250174034),148676,Burkina Faso,439,Africa,1,1,2026-01-22 00:00:00.000,2026-01-22 00:00:00.000,1,0,0,0,1,1,1,439,
612578,BFO-2026-1-15175-49,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@Intelligency225,2026-01-23,#BurkinaFaso 🇧🇫 #Tapoa""",@Intelligency225,2026-01-23,#BurkinaFaso 🇧🇫 #Tapoa,"",4,Tapoa region,Tapoa,Tapoa region,,12.000000,1.750000,POINT (1.75 12),147244,Burkina Faso,439,Africa,1,1,2026-01-22 00:00:00.000,2026-01-22 00:00:00.000,0,0,0,0,0,1,0,439,
615631,BFO-2026-1-15175-73.2,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2026-02-10,Burkina-Faso, Région de l’Est.""",Naïm Touré on Telegram,2026-02-10,"Burkina-Faso, Région de l’Est.","",4,Sirba region,"Easter front (Goumou, Sirba and Tapoa)",Sirba region,,12.880848,0.460224,POINT (0.4602244124409518 12.880848149594293),147961,Burkina Faso,439,Africa,2,4,2026-01-22 00:00:00.000,2026-02-05 00:00:00.000,5,0,0,0,5,5,5,439,
615632,BFO-2026-1-15175-73.3,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2026-02-10,Burkina-Faso, Région de l’Est.""",Naïm Touré on Telegram,2026-02-10,"Burkina-Faso, Région de l’Est.","",4,Tapoa region,"Easter front (Goumou, Sirba and Tapoa)",Tapoa region,,12.000000,1.750000,POINT (1.75 12),147244,Burkina Faso,439,Africa,2,4,2026-01-22 00:00:00.000,2026-02-05 00:00:00.000,5,0,0,0,5,5,5,439,
615629,BFO-2026-1-15175-73.1,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Telegram,2026-02-10,Burkina-Faso, Région de l’Est.""",Naïm Touré on Telegram,2026-02-10,"Burkina-Faso, Région de l’Est.","",4,Goulmou region,"Easter front (Goumou, Sirba and Tapoa)",Goulmou region,,11.959813,0.466457,POINT (0.46645731655854428 11.959813352253548),146521,Burkina Faso,439,Africa,2,4,2026-01-22 00:00:00.000,2026-02-05 00:00:00.000,5,0,0,0,5,5,5,439,
615770,BFO-2026-1-15175-92,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,5,Mani department,Mani,Sirba region,Gnagna province,13.211974,-0.072698,POINT (-0.072698 13.211974),148680,Burkina Faso,439,Africa,1,1,2026-01-22 00:00:00.000,2026-01-22 00:00:00.000,0,1,0,0,1,1,1,439,
615771,BFO-2026-1-15175-93,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Ouahigouya town,Ouahigouya area,Yaadga region,Yatenga province,13.582780,-2.421580,POINT (-2.42158 13.58278),149396,Burkina Faso,439,Africa,1,1,2026-01-24 00:00:00.000,2026-01-24 00:00:00.000,0,1,0,0,1,1,1,439,
615773,BFO-2026-1-15175-94,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Di village,zone from Torou to Din,Sourou region,Sourou province,13.166148,-3.415425,POINT (-3.415425 13.166148),148674,Burkina Faso,439,Africa,1,1,2026-01-24 00:00:00.000,2026-01-24 00:00:00.000,0,2,0,0,2,2,2,439,
615795,BFO-2026-1-15175-101,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026""",RTB on Youtube,2026-02-15,RTB - Les nouvelles du front du 15 février 2026,RTB,2,Namissiguima town,Namissiguima area,Yaadga region,Yatenga province,13.594680,-2.218920,POINT (-2.21892 13.59468),149396,Burkina Faso,439,Africa,1,1,2026-01-25 00:00:00.000,2026-01-25 00:00:00.000,0,3,0,0,3,3,3,439,
612381,BFO-2026-1-15175-19,2026,true,Check vague or biased source,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@BrantPhilip_,2026-02-02,JNIM condemned""",@BrantPhilip_,2026-02-02,JNIM condemned,JNIM,3,Séno province,"the ""Ballabe"" (Balabi) gold mine inside Burkina Faso near the Nigerien border 

Sénou region",Liptako region,Séno province,13.964000,0.012000,POINT (0.012 13.964),149401,Burkina Faso,439,Africa,1,1,2026-01-26 00:00:00.000,2026-01-26 00:00:00.000,0,0,0,0,0,4,0,439,
612620,BFO-2026-1-15175-53,2026,true,Clear,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""Naïm Touré on Facebook,2026-01-30, Burkina-Faso""",Naïm Touré on Facebook,2026-01-30,Burkina-Faso,VDP,5,Kouka department,"Sirabadala, a village located in Kouka commune / Banwa province.",Bankui region,Banwa province,11.848890,-4.396349,POINT (-4.396349 11.84889),146512,Burkina Faso,439,Africa,1,2,2026-01-27 00:00:00.000,2026-01-28 00:00:00.000,17,0,0,0,17,17,17,439,
612338,BFO-2026-1-15175-18.1,2026,true,Check deaths,1,360,360,Burkina Faso: Government,15175,15175,Government of Burkina Faso - JNIM,78,78,Government of Burkina Faso,6716,6716,JNIM,1,"""@BrantPhilip_,2026-01-27,JNIM reportedly """,@BrantPhilip_,2026-01-27,JNIM reportedly,local sources,1,Yabonso village,Yabonsongo,Yaadga region,Yatenga province,13.657281,-2.402042,POINT (-2.402042 13.657281),149396,Burkina Faso,439,Africa,1,1,2026-01-27 00:00:00.000,2026-01-27 00:00:00.000,0,0,0,0,0,1,0,439,
